Time,Level,Content,LineId,EventId,EventTemplate
Sun Dec 04 06:17:05 2005,error,mod_jk child workerEnv in error state 6,214,E1,mod child worker error state <*>
Sun Dec 04 06:17:06 2005,notice,jk2_init() Found child 32438 in scoreboard slot 8,215,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,216,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:17:24 2005,error,mod_jk child workerEnv in error state 6,217,E1,mod child worker error state <*>
Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32440 in scoreboard slot 10,218,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32439 in scoreboard slot 9,219,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32441 in scoreboard slot 6,220,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,221,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,222,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 6,223,E1,mod child worker error state <*>
Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 7,224,E1,mod child worker error state <*>
Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32442 in scoreboard slot 7,225,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32443 in scoreboard slot 8,226,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32444 in scoreboard slot 9,227,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,228,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,229,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 7,230,E1,mod child worker error state <*>
Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 6,231,E1,mod child worker error state <*>
Sun Dec 04 06:18:12 2005,notice,jk2_init() Found child 32445 in scoreboard slot 10,232,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:18:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,233,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:18:31 2005,error,mod_jk child workerEnv in error state 6,234,E1,mod child worker error state <*>
Sun Dec 04 06:18:41 2005,notice,jk2_init() Found child 32447 in scoreboard slot 7,235,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:18:39 2005,notice,jk2_init() Found child 32446 in scoreboard slot 6,236,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:18:40 2005,notice,jk2_init() Found child 32448 in scoreboard slot 8,237,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,238,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,239,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 6,240,E1,mod child worker error state <*>
Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 7,241,E1,mod child worker error state <*>
Sun Dec 04 06:19:05 2005,notice,jk2_init() Found child 32449 in scoreboard slot 9,242,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,243,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32450 in scoreboard slot 10,244,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:18 2005,error,mod_jk child workerEnv in error state 6,245,E1,mod child worker error state <*>
Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32452 in scoreboard slot 7,246,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32451 in scoreboard slot 6,247,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,248,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,249,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 6,250,E1,mod child worker error state <*>
Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 7,251,E1,mod child worker error state <*>
Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32454 in scoreboard slot 7,252,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32453 in scoreboard slot 8,253,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32455 in scoreboard slot 9,254,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32467 in scoreboard slot 9,255,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32464 in scoreboard slot 8,256,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32465 in scoreboard slot 7,257,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32466 in scoreboard slot 11,258,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32457 in scoreboard slot 6,259,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,260,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,261,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,262,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 6,263,E1,mod child worker error state <*>
Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 7,264,E1,mod child worker error state <*>
Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 8,265,E1,mod child worker error state <*>
Sun Dec 04 06:22:18 2005,notice,jk2_init() Found child 32475 in scoreboard slot 8,266,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32478 in scoreboard slot 11,267,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32477 in scoreboard slot 10,268,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32479 in scoreboard slot 6,269,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32480 in scoreboard slot 8,270,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32476 in scoreboard slot 7,271,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,272,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,273,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,274,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,275,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,276,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,277,E1,mod child worker error state <*>
Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,278,E1,mod child worker error state <*>
Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,279,E1,mod child worker error state <*>
Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 7,280,E1,mod child worker error state <*>
Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 8,281,E1,mod child worker error state <*>
Sun Dec 04 06:23:12 2005,notice,jk2_init() Found child 32483 in scoreboard slot 7,282,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:23:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,283,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:23:15 2005,error,mod_jk child workerEnv in error state 6,284,E1,mod child worker error state <*>
Sun Dec 04 06:30:41 2005,notice,jk2_init() Found child 32507 in scoreboard slot 9,285,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:30:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,286,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:30:43 2005,error,mod_jk child workerEnv in error state 6,287,E1,mod child worker error state <*>
Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32529 in scoreboard slot 6,288,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32528 in scoreboard slot 10,289,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,290,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,291,E1,mod child worker error state <*>
Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,292,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,293,E1,mod child worker error state <*>
Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32548 in scoreboard slot 9,294,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32546 in scoreboard slot 8,295,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:40:55 2005,notice,jk2_init() Found child 32547 in scoreboard slot 7,296,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,297,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,298,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,299,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:41:07 2005,error,mod_jk child workerEnv in error state 6,300,E1,mod child worker error state <*>
Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,301,E1,mod child worker error state <*>
Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,302,E1,mod child worker error state <*>
Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32549 in scoreboard slot 10,303,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32550 in scoreboard slot 6,304,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,305,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,306,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,307,E1,mod child worker error state <*>
Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,308,E1,mod child worker error state <*>
Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32551 in scoreboard slot 8,309,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32552 in scoreboard slot 7,310,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,311,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32554 in scoreboard slot 10,312,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,313,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32553 in scoreboard slot 9,314,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,315,E1,mod child worker error state <*>
Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,316,E1,mod child worker error state <*>
Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,317,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,318,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,319,E1,mod child worker error state <*>
Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,320,E1,mod child worker error state <*>
Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32556 in scoreboard slot 8,321,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32555 in scoreboard slot 6,322,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32557 in scoreboard slot 7,323,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,324,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,325,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,326,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,327,E1,mod child worker error state <*>
Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,328,E1,mod child worker error state <*>
Sun Dec 04 06:43:56 2005,notice,jk2_init() Found child 32558 in scoreboard slot 9,329,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32560 in scoreboard slot 6,330,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32561 in scoreboard slot 8,331,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32563 in scoreboard slot 9,332,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32564 in scoreboard slot 10,333,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32565 in scoreboard slot 11,334,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32575 in scoreboard slot 6,335,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32576 in scoreboard slot 7,336,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32569 in scoreboard slot 9,337,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32572 in scoreboard slot 10,338,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32577 in scoreboard slot 11,339,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:45:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,340,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:45:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,341,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:45:57 2005,error,mod_jk child workerEnv in error state 7,342,E1,mod child worker error state <*>
Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32578 in scoreboard slot 8,343,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32580 in scoreboard slot 6,344,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:12 2005,notice,jk2_init() Found child 32581 in scoreboard slot 7,345,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32579 in scoreboard slot 9,346,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,347,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:46:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,348,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:46:31 2005,error,mod_jk child workerEnv in error state 8,349,E1,mod child worker error state <*>
Sun Dec 04 06:46:31 2005,error,mod_jk child workerEnv in error state 7,350,E1,mod child worker error state <*>
Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32582 in scoreboard slot 10,351,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32584 in scoreboard slot 9,352,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32583 in scoreboard slot 8,353,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:46:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,354,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:46:33 2005,error,mod_jk child workerEnv in error state 8,355,E1,mod child worker error state <*>
